ID Encuestado;Alimento;Puntuacion
1041;KIWI;8.55
1042;KIWI;8.75
1043;MANZANAS;8.37
1044;PATATAS FRESCAS;4.93
1045;TOMATES;8.01
1046;NARANJAS;5.98
1047;PLÁTANOS;5.61
1048;NARANJAS;8.8
1049;PATATAS FRESCAS;6.05
1050;PATATAS FRESCAS;8.73
1051;CEBOLLAS;5.77
1052;PATATAS FRESCAS;9.02
1053;TOMATES;6.32
1054;MANZANAS;6.03
1055;TOMATES;3
1056;MELOCOTONES;9.34
1057;NARANJAS;7.7
1058;PATATAS FRESCAS;8.33
1059;PATATAS FRESCAS;6.13
1060;PLÁTANOS;7.58
1061;MELOCOTONES;7.32
1062;TOMATES;5.26
1063;CEBOLLAS;8.6
1064;MANDARINAS;6.11
1065;SANDÍA;7.92
1066;MANDARINAS;9.14
1067;LECHUGA;7.22
1068;LIMONES;5.75
1069;JUDIAS VERDES;7.1
1070;PERAS;4.97
1071;PATATAS FRESCAS;5.76
1072;NARANJAS;8.75
1073;FRESA;7
1074;PLÁTANOS;5.55
1075;MANDARINAS;4.85
1076;SANDÍA;9.38
1077;MELON;7.9
1078;CEBOLLAS;5.32
1079;NARANJAS;4.58
1080;TOMATES;6.15
1081;MELON;7.68
1082;PLÁTANOS;5.61
1083;PLÁTANOS;8.15
1084;FRESA;7.55
1085;MANZANAS;7.57
1086;CEREZA;4.89
1087;PATATAS FRESCAS;8.62
1088;NARANJAS;4.99
1089;PIMIENTOS;7.74
1090;FRESA;5.56
1091;MANZANAS;6.23
1092;MANZANAS;6.31
1093;CIRUELA;8.02
1094;TOMATES;8.33
1095;FRESA;6.37
1096;CEBOLLAS;4.73
1097;MANZANAS;5.47
1098;SANDÍA;6.47
1099;PERAS;5.35
1100;LIMONES;6.64
1101;PLÁTANOS;6.4
1102;PLÁTANOS;5.1
1103;JUDIAS VERDES;7.43
1104;FRESA;7.38
1105;MANZANAS;4.88
1106;KIWI;6.59
1107;PLÁTANOS;6.97
1108;JUDIAS VERDES;6.74
1109;PATATAS FRESCAS;8.91
1110;PLÁTANOS;5.26
1111;JUDIAS VERDES;7.09
1112;LIMONES;9.02
1113;PERAS;9.3
1114;TOMATES;6.62
1115;JUDIAS VERDES;6.66
1116;NARANJAS;8.18
1117;CEBOLLAS;7.71
1118;PLÁTANOS;6.1
1119;MELOCOTONES;6.01
1120;PATATAS FRESCAS;7.82
1121;CEREZA;6.06
1122;PLÁTANOS;7.81
1123;PIMIENTOS;6
1124;MELON;9.22
1125;TOMATES;9.07
1126;TOMATES;8.22
1127;MELON;9.09
1128;LECHUGA;8.14
1129;MELON;8.72
1130;TOMATES;6.27
1131;CEREZA;7.85
1132;TOMATES;7.77
1133;NARANJAS;4.52
1134;PLÁTANOS;5.55
1135;PIMIENTOS;8.06
1136;CEBOLLAS;6.82
1137;CIRUELA;4.68
1138;PATATAS FRESCAS;6.44
1139;PIMIENTOS;8.25
1140;MANZANAS;7.65
1141;MELON;6.67
1142;CEREZA;7.44
1143;TOMATES;4
1144;LECHUGA;4.52
1145;PIMIENTOS;6.58
1146;MELON;8.14
1147;CIRUELA;4.86
1148;NARANJAS;8.32
1149;KIWI;5.98
1150;LECHUGA;5.08
1151;MELON;8.42
1152;MANZANAS;5.47
1153;PATATAS FRESCAS;4.74
1154;SANDÍA;5.13
1155;PATATAS FRESCAS;5.69
1156;NARANJAS;10
1157;KIWI;6.36
1158;JUDIAS VERDES;4.84
1159;MANZANAS;8.77
1160;MELON;8.07
1161;PATATAS FRESCAS;8.55
1162;LIMONES;8.86
1163;PIMIENTOS;7.34
1164;COLES;7.68
1165;MANZANAS;9.07
1166;LIMONES;4.93
1167;NARANJAS;7.21
1168;NARANJAS;8.71
1169;FRESA;4.6
1170;FRESA;8.78
1171;MANDARINAS;6.05
1172;FRESA;7.28
1173;MELON;8.56
1174;PLÁTANOS;7.89
1175;PLÁTANOS;5.57
1176;TOMATES;7.67
1177;NARANJAS;8.14
1178;KIWI;6.09
1179;TOMATES;4.93
1180;CEREZA;9.01
1181;JUDIAS VERDES;7.54
1182;LECHUGA;6.78
1183;MANDARINAS;7.57
1184;PLÁTANOS;4.9
1185;FRESA;9.1
1186;UVA;9.3
1187;SANDÍA;7.18
1188;FRESA;6.52
1189;PATATAS FRESCAS;3
1190;PATATAS FRESCAS;6.11
1191;JUDIAS VERDES;5.78
1192;TOMATES;6.41
1193;PIMIENTOS;8.54
1194;PERAS;8.87
1195;PATATAS FRESCAS;6.77
1196;FRESA;5.93
1197;CEREZA;5.62
1198;MANZANAS;8.51
1199;LECHUGA;8.86
1200;PLÁTANOS;5.69
1201;NARANJAS;9.02
1202;KIWI;7.44
1203;LIMONES;7.81
1204;JUDIAS VERDES;6.63
1205;SANDÍA;7.84
1206;LIMONES;5.83
1207;PIMIENTOS;9.26
1208;NARANJAS;4.66
1209;FRESA;6.05
1210;MELOCOTONES;8.92
1211;CEREZA;6.05
1212;LIMONES;5.52
1213;MANZANAS;6.75
1214;LIMONES;6.3
1215;PERAS;6.87
1216;SANDÍA;8.21
1217;CEBOLLAS;7.95
1218;SANDÍA;5.45
1219;LIMONES;9.11
1220;JUDIAS VERDES;7.97
1221;PIMIENTOS;6.27
1222;PERAS;4.51
1223;CEBOLLAS;9.24
1224;SANDÍA;7.9
1225;PIMIENTOS;9.17
1226;MELOCOTONES;8.84
1227;CEBOLLAS;8.88
1228;LIMONES;6.44
1229;NARANJAS;5.69
1230;MELON;6.58
1231;SANDÍA;7.58
1232;NARANJAS;7.05
1233;MANZANAS;8.27
1234;SANDÍA;8.6
1235;CEREZA;8.49
1236;PLÁTANOS;8.45
1237;MELON;6.21
1238;CEBOLLAS;8.75
1239;TOMATES;6.57
1240;MELOCOTONES;6.71
1241;MELOCOTONES;7.92
1242;LIMONES;6.15
1243;TOMATES;4
1244;CEREZA;9.4
1245;MELOCOTONES;8.15
1246;PLÁTANOS;5.88
1247;CEREZA;6.22
1248;PATATAS FRESCAS;5.73
1249;PLÁTANOS;6.51
1250;FRESA;7.03
1251;TOMATES;4.96
1252;FRESA;7.47
1253;PATATAS FRESCAS;4.87
1254;FRESA;7.74
1255;PLÁTANOS;6.58
1256;UVA;5.02
1257;LECHUGA;8.55
1258;LECHUGA;5.83
1259;CEBOLLAS;7.76
1260;PATATAS FRESCAS;7.71
1261;MANZANAS;5.27
1262;TOMATES;7.5
1263;PATATAS FRESCAS;5.45
1264;MANDARINAS;8.42
1265;MANZANAS;8.48
1266;PATATAS FRESCAS;9.27
1267;PERAS;6.97
1268;TOMATES;4
1269;UVA;5.62
1270;FRESA;6.65
1271;PATATAS FRESCAS;4.71
1272;JUDIAS VERDES;8.04
1273;NARANJAS;4.73
1274;CEREZA;7.01
1275;PIMIENTOS;6.1
1276;CIRUELA;7.53
1277;NARANJAS;4.61
1278;FRESA;7.33
1279;PLÁTANOS;5.69
1280;PLÁTANOS;7.35
1281;CIRUELA;7.46
1282;MANZANAS;5.28
1283;PATATAS FRESCAS;8.62
1284;NARANJAS;7.33
1285;ALBARICOQUE;6.65
1286;NARANJAS;5.94
1287;KIWI;6.39
1288;PATATAS FRESCAS;8.17
1289;PERAS;8.62
1290;PIMIENTOS;7.76
1291;PLÁTANOS;4.54
1292;FRESA;6.49
1293;LECHUGA;7.11
1294;PLÁTANOS;7.18
1295;PATATAS FRESCAS;4.93
1296;MANDARINAS;8.96
1297;MANZANAS;8.98
1298;UVA;7.11
1299;FRESA;6.57
1300;NARANJAS;5.5
1301;MANDARINAS;4.57
1302;MELOCOTONES;6.17
1303;TOMATES;9.33
1304;MELON;7.9
1305;PATATAS FRESCAS;9
1306;FRESA;7.03
1307;MANZANAS;7.42
1308;LIMONES;8.84
1309;NARANJAS;5.48
1310;PLÁTANOS;6.41
1311;LIMONES;5.41
1312;TOMATES;7.89
1313;PERAS;7.67
1314;MANZANAS;5.74
1315;MELOCOTONES;8.14
1316;MANZANAS;7.65
1317;PIMIENTOS;8
1318;PIMIENTOS;6.42
1319;TOMATES;8.18
1320;PLÁTANOS;4.79
1321;MANZANAS;5.47
1322;MANDARINAS;6.55
1323;NARANJAS;1
1324;MANZANAS;8.04
1325;CEBOLLAS;5.23
1326;CEREZA;4.84
1327;JUDIAS VERDES;5.13
1328;LECHUGA;5.99
1329;NARANJAS;8.3
1330;TOMATES;4.73
1331;LIMONES;6.42
1332;FRESA;7.6
1333;CEBOLLAS;8.23
1334;SANDÍA;4.72
1335;LECHUGA;5.45
1336;JUDIAS VERDES;8.07
1337;SANDÍA;8.83
1338;KIWI;4.67
1339;FRESA;6.16
1340;TOMATES;6.64
1341;PATATAS FRESCAS;7.42
1342;NARANJAS;8.85
1343;PLÁTANOS;6.15
1344;MELON;6.41
1345;TOMATES;5.6
1346;CEBOLLAS;8.48
1347;MELON;8.16
1348;PERAS;8.76
1349;NARANJAS;6.93
1350;LECHUGA;5.03
1351;TOMATES;9.1
1352;PLÁTANOS;9.16
1353;LECHUGA;4.78
1354;MANZANAS;6.21
1355;MELOCOTONES;4.68
1356;KIWI;7.68
1357;LIMONES;8.6
1358;PATATAS FRESCAS;7.47
1359;KIWI;8.09
1360;FRESA;7
1361;MANDARINAS;6.91
1362;CEBOLLAS;8.64
1363;MANDARINAS;7.52
1364;KIWI;5.81
1365;FRESA;5.05
1366;TOMATES;4.79
1367;FRESA;8.76
1368;FRESA;5.9
1369;PLÁTANOS;8.47
1370;PLÁTANOS;7.15
1371;CEBOLLAS;8.92
1372;PLÁTANOS;6.19
1373;MELON;7.45
1374;PATATAS FRESCAS;4.71
1375;PERAS;4.98
1376;PLÁTANOS;7.64
1377;MANZANAS;4.74
1378;PLÁTANOS;5.22
1379;SANDÍA;8.03
1380;NARANJAS;5.28
1381;NARANJAS;9.42
1382;TOMATES;5
1383;MELON;7.33
1384;TOMATES;9.47
1385;LECHUGA;4.8
1386;PERAS;6.51
1387;SANDÍA;7.97
1388;TOMATES;5.02
1389;NARANJAS;1
1390;KIWI;6.16
1391;NARANJAS;7.05
1392;MELON;5.73
1393;TOMATES;6.02
1394;FRESA;9.44
1395;CEREZA;5.16
1396;CEBOLLAS;8.67
1397;CEREZA;7.45
1398;UVA;6.83
1399;LIMONES;9.46
1400;MANZANAS;5.18
1401;PLÁTANOS;7.25
1402;NARANJAS;6.33
1403;PLÁTANOS;4.73
1404;LIMONES;4.81
1405;FRESA;8.26
1406;KIWI;6.29
1407;PATATAS FRESCAS;8.76
1408;NARANJAS;7.51
1409;MANDARINAS;7.65
1410;PERAS;7.78
1411;CEBOLLAS;6.78
1412;MANZANAS;5.18
1413;PLÁTANOS;7.25
1414;PLÁTANOS;5.79
1415;FRESA;6.32
1416;TOMATES;7.88
1417;TOMATES;5
1418;LIMONES;6.13
1419;MANZANAS;5.33
1420;NARANJAS;7.69
1421;PATATAS FRESCAS;8.9
1422;PLÁTANOS;4.52
1423;MANZANAS;6.71
1424;MANDARINAS;8.05
1425;TOMATES;5.83
1426;PLÁTANOS;5.24
1427;MANDARINAS;7.87
1428;TOMATES;5.02
1429;PATATAS FRESCAS;9.02
1430;KIWI;9.02
1431;PATATAS FRESCAS;8.06
1432;TOMATES;5.04
1433;MELOCOTONES;7.19
1434;PATATAS FRESCAS;8.9
1435;CEBOLLAS;8.28
1436;MELOCOTONES;9.14
1437;PIMIENTOS;6.99
1438;NARANJAS;6.33
1439;PLÁTANOS;5.88
1440;FRESA;7.12
1441;FRESA;5.74
1442;CEBOLLAS;8.13
1443;MANDARINAS;7.27
1444;CEREZA;5.97
1445;SANDÍA;7.58
1446;NARANJAS;1
1447;NARANJAS;8.93
1448;SANDÍA;5.66
1449;PERAS;8.6
1450;JUDIAS VERDES;6.17
1451;SANDÍA;7.38
1452;CEBOLLAS;6.04
1453;JUDIAS VERDES;8.3
1454;MELOCOTONES;8.09
1455;LIMONES;9.21
1456;TOMATES;5
1457;LECHUGA;6.01
1458;MANDARINAS;7.97
1459;SANDÍA;4.66
1460;TOMATES;8.75
1461;MELOCOTONES;6.76
1462;CEBOLLAS;7.71
1463;MANZANAS;6.4
1464;MELON;9.02
1465;LIMONES;6.16
1466;MELOCOTONES;5.13
1467;MANDARINAS;7.48
1468;KIWI;5.45
1469;PATATAS FRESCAS;8.78
1470;SANDÍA;8.67
1471;NARANJAS;6.12
1472;LECHUGA;5.8
1473;KIWI;5.11
1474;TOMATES;6.82
1475;PATATAS FRESCAS;8.89
1476;FRESA;8.51
1477;CEREZA;5.78
1478;LECHUGA;5.85
1479;TOMATES;6.5
1480;TOMATES;5.03
1481;CEREZA;8.97
1482;MELON;8.76
1483;PLÁTANOS;8.27
1484;MELON;4.77
1485;SANDÍA;5.38
1486;MANZANAS;6.25
1487;LECHUGA;7.88
1488;NARANJAS;5.57
1489;TOMATES;8.31
1490;CEBOLLAS;7.65
1491;FRESA;4.69
1492;MANZANAS;6.5
1493;PLÁTANOS;9.2
1494;COLES;8.08
1495;MELON;7.64
1496;MELON;8.15
1497;UVA;4.59
1498;FRESA;6.24
1499;NARANJAS;6.74
1500;TOMATES;4.93
1501;TOMATES;5.86
1502;LECHUGA;6.3
1503;MANDARINAS;5.8
1504;JUDIAS VERDES;8.56
1505;PATATAS FRESCAS;8.85
1506;KIWI;7.7
1507;UVA;5.37
1508;NARANJAS;9
1509;LIMONES;5.65
1510;PATATAS FRESCAS;9.48
1511;UVA;8.75
1512;JUDIAS VERDES;5.82
1513;NARANJAS;7.33
1514;MANDARINAS;5.93
1515;LECHUGA;5.09
1516;LECHUGA;6.39
1517;FRESA;5.08
1518;MANZANAS;8.37
1519;PATATAS FRESCAS;5.64
1520;PLÁTANOS;7.13
1521;LECHUGA;6.84
1522;PLÁTANOS;4.78
1523;PATATAS FRESCAS;5.14
1524;MELOCOTONES;7.96
1525;JUDIAS VERDES;9.23
1526;SANDÍA;7.64
1527;CIRUELA;8.27
1528;LIMONES;5.5
1529;ALBARICOQUE;7.73
1530;PLÁTANOS;5.45
1531;MELON;7.08
1532;PLÁTANOS;7.83
1533;PLÁTANOS;8.82
1534;JUDIAS VERDES;5.26
1535;PATATAS FRESCAS;9
1536;MANDARINAS;5.64
1537;MANZANAS;5.52
1538;PATATAS FRESCAS;5.91
1539;MANDARINAS;6.86
1540;MANDARINAS;6.29
1541;CEBOLLAS;9.41
1542;PLÁTANOS;7.46
1543;MANZANAS;5.64
1544;CEBOLLAS;7.36
1545;MANDARINAS;8.75
1546;KIWI;8.82
1547;MANZANAS;5.51
1548;PLÁTANOS;8.94
1549;LIMONES;4.66
1550;NARANJAS;8.12
1551;CIRUELA;6.27
1552;CEBOLLAS;4.52
1553;MELON;6.22
1554;PATATAS FRESCAS;8.56
1555;LECHUGA;8.24
1556;FRESA;5.96
1557;MANDARINAS;8.02
1558;PATATAS FRESCAS;7.06
1559;MANZANAS;6.82
1560;FRESA;8
1561;NARANJAS;5.06
1562;TOMATES;4.79
1563;PLÁTANOS;6.53
1564;MANDARINAS;6.16
1565;NARANJAS;7.29
1566;MANDARINAS;7.88
1567;TOMATES;6.98
1568;CIRUELA;6.25
1569;TOMATES;8.15
1570;PERAS;8.76
1571;MANDARINAS;5.19
1572;NARANJAS;2
1573;LIMONES;9.1
1574;MANZANAS;7.14
1575;TOMATES;6.22
1576;MELOCOTONES;7.11
1577;CIRUELA;7.18
1578;PATATAS FRESCAS;4.7
1579;SANDÍA;8.48
1580;NARANJAS;8.75
1581;MELOCOTONES;5.73
1582;MANZANAS;5.09
1583;PATATAS FRESCAS;4.77
1584;LIMONES;8.44
1585;MELON;5.07
1586;CIRUELA;7.42
1587;TOMATES;6.7
1588;PATATAS FRESCAS;6.95
1589;UVA;7.67
1590;MELON;7.09
1591;LIMONES;6.18
1592;PERAS;4.92
1593;MANZANAS;7.9
1594;TOMATES;5.29
1595;PLÁTANOS;7.24
1596;NARANJAS;9.33
1597;PATATAS FRESCAS;8
1598;LECHUGA;5.89
1599;TOMATES;7
1600;MANZANAS;6.61
1601;SANDÍA;4.86
1602;NARANJAS;5.68
1603;PERAS;8.17
1604;PLÁTANOS;7.94
1605;MANDARINAS;5.77
1606;SANDÍA;9.18
1607;CEREZA;7.47
1608;PATATAS FRESCAS;5.2
1609;KIWI;9.07
1610;MANZANAS;5.87
1611;PERAS;9.3
1612;PATATAS FRESCAS;7.17
1613;CEBOLLAS;6.67
1614;KIWI;9.43
1615;CIRUELA;6.95
1616;PATATAS FRESCAS;7.23
1617;FRESA;7.86
1618;PATATAS FRESCAS;6.73
1619;PATATAS FRESCAS;5.97
1620;JUDIAS VERDES;6.81
1621;MANDARINAS;5.12
1622;TOMATES;7.26
1623;MANZANAS;7.07
1624;TOMATES;4.68
1625;MANZANAS;9.11
1626;MANZANAS;5.92
1627;PATATAS FRESCAS;9.28
1628;FRESA;8.77
1629;MELON;6.02
1630;PLÁTANOS;4.83
1631;MELON;9.2
1632;TOMATES;7.02
1633;MANDARINAS;9.45
1634;MANDARINAS;7.58
1635;MANZANAS;7.49
1636;TOMATES;4.57
1637;FRESA;9.15
1638;PATATAS FRESCAS;8.61
1639;PATATAS FRESCAS;5.95
1640;PATATAS FRESCAS;7
1641;CIRUELA;5.02
1642;FRESA;4.71
1643;TOMATES;7
1644;CEBOLLAS;6.87
1645;MANZANAS;8.21
1646;MELON;5.78
1647;PATATAS FRESCAS;9.05
1648;MANDARINAS;6.4
1649;KIWI;8.74
1650;MANDARINAS;4.77
1651;MANDARINAS;8.73
1652;PLÁTANOS;9.01
1653;LIMONES;6.91
1654;MANDARINAS;7.86
1655;LIMONES;5.88
1656;CEBOLLAS;6.92
1657;CIRUELA;6.88
1658;MANZANAS;7.92
1659;CEREZA;5.93
1660;PLÁTANOS;8.16
1661;NARANJAS;7.13
1662;SANDÍA;5.76
1663;MANDARINAS;6.91
1664;TOMATES;8.67
1665;PLÁTANOS;4.85
1666;TOMATES;6.94
1667;CEREZA;8.95
1668;CEREZA;8.84
1669;NARANJAS;7.02
1670;TOMATES;8.04
1671;MELOCOTONES;8.14
1672;PATATAS FRESCAS;8.07
1673;PATATAS FRESCAS;5.13
1674;FRESA;7
1675;CEREZA;4.57
1676;PATATAS FRESCAS;5.11
1677;PATATAS FRESCAS;6.03
1678;KIWI;7.07
1679;MELON;5.02
1680;TOMATES;5.16
1681;KIWI;6.13
1682;PATATAS FRESCAS;5.6
1683;PIMIENTOS;5.59
1684;PLÁTANOS;6.07
1685;MANZANAS;5.37
1686;MANZANAS;5.79
1687;PLÁTANOS;6.43
1688;PATATAS FRESCAS;5.98
1689;NARANJAS;7.54
1690;MELON;8.2
1691;MANZANAS;6.41
1692;LECHUGA;5.84
1693;PATATAS FRESCAS;8.61
1694;JUDIAS VERDES;8.92
1695;CEREZA;9.2
1696;MANDARINAS;7.24
1697;LECHUGA;5.3
1698;NARANJAS;2
1699;PLÁTANOS;8.23
1700;NARANJAS;9.05
1701;MELOCOTONES;6.46
1702;FRESA;5.31
1703;FRESA;8.35
1704;PATATAS FRESCAS;6.2
1705;TOMATES;8.17
1706;JUDIAS VERDES;7.59
1707;MELON;6.8
1708;PERAS;6.46
1709;MELON;8.59
1710;NARANJAS;7.97
1711;MELON;5.53
1712;CEBOLLAS;7.77
1713;FRESA;9.33
1714;SANDÍA;9.25
1715;FRESA;5.11
1716;PATATAS FRESCAS;8.52
1717;PLÁTANOS;7.68
1718;LIMONES;5.85
1719;CEBOLLAS;7.01
1720;TOMATES;5
1721;PATATAS FRESCAS;5.39
1722;PERAS;4.9
1723;TOMATES;8.01
1724;PATATAS FRESCAS;5.92
1725;CEBOLLAS;7.4
1726;PATATAS FRESCAS;1
1727;PATATAS FRESCAS;7.36
1728;PATATAS FRESCAS;7.2
1729;TOMATES;5.11
1730;MANZANAS;9.45
1731;MELON;7.2
1732;LIMONES;6.02
1733;TOMATES;6.04
1734;PATATAS FRESCAS;7.36
1735;NARANJAS;6.36
1736;NARANJAS;5
1737;SANDÍA;8.24
1738;UVA;5.81
1739;TOMATES;8.65
1740;MANDARINAS;6.02
1741;KIWI;5.21
1742;PLÁTANOS;9.33
1743;MELON;6.83
1744;MANDARINAS;8.32
1745;PATATAS FRESCAS;7.04
1746;MANZANAS;4.57
1747;CEBOLLAS;8.48
1748;CEBOLLAS;8.74
1749;MELON;6.77
1750;TOMATES;8.25
1751;SANDÍA;6.53
1752;MELOCOTONES;5.02
1753;LECHUGA;8.23
1754;PLÁTANOS;9.3
1755;KIWI;5.86
1756;NARANJAS;9.18
1757;SANDÍA;6.06
1758;PLÁTANOS;7.03
1759;PLÁTANOS;7.45
1760;PATATAS FRESCAS;7.63
1761;FRESA;5.8
1762;LIMONES;5.86
1763;MANZANAS;8.52
1764;TOMATES;7.74
1765;MANZANAS;4.57
1766;ALBARICOQUE;5.93
1767;MANZANAS;6.49
1768;CEREZA;7.48
1769;PIMIENTOS;4.58
1770;PATATAS FRESCAS;4.58
1771;LIMONES;7.37
1772;MANDARINAS;7.14
1773;MANZANAS;4.63
1774;PERAS;6.68
1775;LIMONES;6.27
1776;PIMIENTOS;8.95
1777;LECHUGA;8.95
1778;MANDARINAS;6.99
1779;KIWI;7.34
1780;MANDARINAS;8.51
1781;FRESA;5.13
1782;CEBOLLAS;9.44
1783;TOMATES;5.15
1784;MANDARINAS;6.15
1785;LECHUGA;4.96
1786;FRESA;6
1787;SANDÍA;8.03
1788;CEBOLLAS;6.38
1789;MELOCOTONES;8.48
1790;MELON;7.79
1791;SANDÍA;5.38
1792;TOMATES;9.33
1793;PLÁTANOS;7.25
1794;SANDÍA;8.11
1795;MANZANAS;6.07
1796;PIMIENTOS;5.29
1797;KIWI;8.19
1798;LECHUGA;5.8
1799;NARANJAS;5.72
1800;SANDÍA;6.91
1801;PATATAS FRESCAS;7.29
1802;PATATAS FRESCAS;7.15
1803;SANDÍA;5.81
1804;MELON;6.75
1805;CEREZA;7.36
1806;TOMATES;2
1807;MELON;7.03
1808;TOMATES;6.46
1809;UVA;8.62
1810;PATATAS FRESCAS;6.9
1811;MANZANAS;7.2
1812;PATATAS FRESCAS;6.68
1813;MELOCOTONES;9.28
1814;NARANJAS;6.22
1815;CEBOLLAS;6.79
1816;PLÁTANOS;6.96
1817;PLÁTANOS;8.73
1818;PATATAS FRESCAS;6.78
1819;CEREZA;6.16
1820;CEREZA;6.36
1821;FRESA;8.61
1822;MANDARINAS;6.87
1823;MANZANAS;5.12
1824;KIWI;4.79
1825;LIMONES;4.94
1826;MANDARINAS;7.98
1827;TOMATES;7.27
1828;CIRUELA;8.55
1829;PERAS;8.65
1830;MANDARINAS;6.71
1831;SANDÍA;7.97
1832;TOMATES;5.91
1833;MELOCOTONES;6.04
1834;NARANJAS;8.92
1835;KIWI;4.5
1836;JUDIAS VERDES;7.79
1837;FRESA;8.5
1838;CEBOLLAS;7.36
1839;NARANJAS;8.49
1840;MELOCOTONES;4.76
1841;FRESA;6.28
1842;TOMATES;6.45
1843;TOMATES;2
1844;KIWI;5.9
1845;JUDIAS VERDES;8.85
1846;LECHUGA;5.82
1847;TOMATES;5.13
1848;ALBARICOQUE;5.24
1849;CEBOLLAS;7.17
1850;KIWI;9.44
1851;PERAS;4.81
1852;UVA;4.83
1853;NARANJAS;7.85
1854;MELON;6.44
1855;PERAS;5.93
1856;CEBOLLAS;5.37
1857;PLÁTANOS;5.35
1858;LIMONES;8.22
1859;LIMONES;6.94
1860;CEREZA;7.4
1861;MANZANAS;5.44
1862;PIMIENTOS;8.31
1863;CEBOLLAS;6.32
1864;CEREZA;5.49
1865;MELON;9.2
1866;MANDARINAS;4.54
1867;MELON;8.97
1868;JUDIAS VERDES;8.34
1869;MANZANAS;8.9
1870;MELOCOTONES;6.09
1871;LECHUGA;9.17
1872;MANZANAS;6.21
1873;MANDARINAS;4.8
1874;SANDÍA;5.82
1875;MELON;7.53
1876;TOMATES;8.02
1877;MANZANAS;7.53
1878;PERAS;8.72
1879;MANZANAS;9.26
1880;MANDARINAS;7.33
1881;CEREZA;6.6
1882;FRESA;5.82
1883;CEREZA;4.99
1884;TOMATES;2
1885;MELON;5.05
1886;NARANJAS;9.02
1887;PATATAS FRESCAS;5.72
1888;MANZANAS;6.55
1889;LIMONES;8.76
1890;PERAS;7.04
1891;PIMIENTOS;8.73
1892;PIMIENTOS;8.78
1893;PATATAS FRESCAS;2
1894;KIWI;6.25
1895;NARANJAS;5.34
1896;CEREZA;6.85
1897;FRESA;6.67
1898;MELON;6.12
1899;KIWI;8.54
1900;FRESA;8.45
1901;MELON;7.3
1902;MANDARINAS;4.63
1903;MANDARINAS;8.52
1904;LECHUGA;9.27
1905;FRESA;6.2
1906;MANDARINAS;5.63
1907;MANZANAS;4.58
1908;MANZANAS;7.19
1909;KIWI;4.86
1910;PATATAS FRESCAS;5.79
1911;FRESA;7
1912;PATATAS FRESCAS;6.22
1913;PATATAS FRESCAS;6.17
1914;LIMONES;7.37
1915;NARANJAS;8.87
1916;PATATAS FRESCAS;8.96
1917;FRESA;5.42
1918;SANDÍA;9.22
1919;MANZANAS;5.74
1920;FRESA;5.78
1921;MANZANAS;8.1
1922;PATATAS FRESCAS;6.56
1923;PIMIENTOS;8.35
1924;KIWI;7.35
1925;KIWI;6.18
1926;NARANJAS;9.17
1927;NARANJAS;5.62
1928;FRESA;5.11
1929;TOMATES;5.9
1930;PERAS;7.37
1931;CEBOLLAS;6.93
1932;LECHUGA;7.59
1933;NARANJAS;6.96
1934;MANDARINAS;5.56
1935;MELOCOTONES;7.47
1936;PIMIENTOS;7.28
1937;NARANJAS;7.23
1938;SANDÍA;7.22
1939;KIWI;7.16
1940;CEBOLLAS;8.15
1941;SANDÍA;6.78
1942;NARANJAS;5.55
1943;NARANJAS;7.72
1944;PERAS;8.3
1945;KIWI;4.88
1946;PATATAS FRESCAS;6.95
1947;PATATAS FRESCAS;9.11
1948;NARANJAS;6.15
1949;LECHUGA;8.88
1950;MELON;5.2
1951;CEBOLLAS;7.81
1952;MANDARINAS;4.64
1953;PATATAS FRESCAS;7.3
1954;TOMATES;2
1955;PATATAS FRESCAS;5.21
1956;NARANJAS;1
1957;PATATAS FRESCAS;5.61
1958;PLÁTANOS;7.7
1959;PLÁTANOS;6.98
1960;CIRUELA;6.45
1961;PATATAS FRESCAS;5.53
1962;MANZANAS;7.46
1963;CEBOLLAS;8.94
1964;MANZANAS;7.81
1965;PATATAS FRESCAS;5
1966;MANZANAS;7.33
1967;PLÁTANOS;7.14
1968;MELON;7
1969;TOMATES;5.23
1970;SANDÍA;6.46
1971;PATATAS FRESCAS;6.85
1972;MELON;6.37
1973;LECHUGA;6.87
1974;SANDÍA;5.85
1975;LECHUGA;8.64
1976;PIMIENTOS;6.98
1977;LIMONES;6.52
1978;MANZANAS;6.33
1979;CEREZA;5.14
1980;LECHUGA;5.94
1981;NARANJAS;7.61
1982;PIMIENTOS;5.25
1983;PLÁTANOS;6.75
1984;CIRUELA;7.83
1985;MANDARINAS;8.64
1986;MELON;7.97
1987;CEBOLLAS;6.88
1988;PLÁTANOS;8.85
1989;TOMATES;6.62
1990;MANDARINAS;4.72
1991;PLÁTANOS;9.42
1992;LIMONES;4.57
1993;MANZANAS;4.59
1994;LECHUGA;6.77
1995;TOMATES;2
1996;PERAS;6.41
1997;MELON;6.77
1998;SANDÍA;5.88
1999;MANDARINAS;5.19
2000;MELON;6.87
2001;CEREZA;8.95
2002;MANDARINAS;4.7
2003;LECHUGA;7.89
2004;CIRUELA;5.47
2005;MELON;8.41
2006;MANDARINAS;7.91
2007;TOMATES;6.62
2008;CEBOLLAS;8.31
2009;MANDARINAS;8.17
2010;CIRUELA;8.92
2011;NARANJAS;4.58
2012;NARANJAS;9.44
2013;NARANJAS;9.21
2014;FRESA;7.28
2015;MANZANAS;6.05
2016;PIMIENTOS;9.31
2017;MANZANAS;7.51
